Car Make,Car Model,Year,isElectric,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD)
Renault,Kadjar,2019,False,1.3,126,265,5.5,33565
Hondda,NSX,2016,False,1.5,167,270,8.3,77379
Lada,Granta,2020,False,1.6,147,143,11.4,27247
Infiniti,Q50,2022,False,1.2,323,332,9.0,64669
McLarren,650S,2022,False,3.4,409,318,3.8,183610
Nisann,Sentra,2017,False,1.5,211,343,4.3,78174
Proton,Exora,2018,False,1.8,122,202,8.2,23425
Fourd,Escape,2018,False,2.3,251,273,6.2,47277
McLarren,GT,2021,False,2.4,566,306,4.4,305108
Skoda,Superb,2023,False,1.2,250,162,6.7,56145
SsangYong,XLV,2017,False,1.7,325,283,7.2,21377
Porche,Panamera,2015,False,4.9,725,366,4.0,226946
Teslla,Model 3,2020,True,0.0,884,325,6.5,115661
Lada,Largus,2022,False,1.8,180,132,7.3,29864
Nisann,Leaf,2015,True,0.0,669,816,3.9,102579
Chery,Exeed,2023,False,1.7,80,201,11.1,11012
Great Wall,Ora Good Cat,2017,False,1.3,289,191,4.7,41260
McLarren,720S,2020,False,2.0,315,369,3.8,189384
Dacia,Lodgy,2015,False,2.3,123,184,6.8,17529
Geely,Atlas,2016,False,1.5,163,166,8.8,9476
BWM,X3,2023,False,2.7,645,514,3.0,140988
Lada,XRAY,2018,False,2.3,79,124,11.0,19396
BYD,Han,2018,False,1.3,285,197,5.7,30667
Toyoto,Prius,2023,True,0.0,463,836,5.3,164247
BWM,540i,2015,False,5.2,343,448,4.5,184897
Mazada,CX-9,2017,False,3.4,337,151,5.6,71564
Porche,Cayenne,2018,False,4.4,432,478,2.7,99944
Hondda,NSX,2017,False,3.4,152,219,7.4,40833
Peugeot,5008,2023,False,4.0,292,281,7.3,25414
Chery,QQ,2019,False,1.2,139,139,11.4,32836
BWM,540i,2022,False,3.6,476,470,5.4,316889
Infiniti,QX60,2015,False,2.8,126,217,6.8,54945
Volkswagon,Atlas,2017,False,3.0,393,259,7.8,48625
Great Wall,Poer,2022,False,1.9,205,338,6.5,21109
Hondda,Civic,2017,False,2.1,194,290,7.3,60146
Suburu,Impreza,2024,False,2.1,148,212,7.4,23148
Suzuki,Swift,2024,False,1.4,83,103,6.7,34448
Lada,Granta,2015,False,1.2,110,183,6.8,11030
Fiat,500,2017,False,1.0,113,158,7.7,18587
McLarren,720S,2015,False,5.9,552,436,4.4,265636
Volkswagon,Atlas,2019,False,1.9,352,280,4.1,37102
SsangYong,XLV,2019,False,3.0,378,160,8.7,24985
McLarren,570S,2023,False,5.1,416,475,2.8,104670
McLarren,720S,2016,False,5.4,712,614,3.6,177391
Ferarri,488 GTB,2024,False,6.4,619,415,3.3,127556
Chevrolett,Bolt,2023,True,0.0,611,578,2.1,88645
Perodua,Alza,2018,False,2.4,72,162,7.8,24916
Teslla,Model X,2021,True,0.0,435,836,4.9,152299
Perodua,Axia,2018,False,1.9,159,104,9.6,27302
MG,ZS,2017,False,2.3,300,184,6.8,77021
Geely,Okavango,2018,False,1.1,109,180,11.8,34247
Nisann,Leaf,2016,True,0.0,287,923,5.6,178069
SsangYong,Korando,2022,False,1.5,219,249,6.9,65541
McLarren,650S,2024,False,3.2,784,359,4.5,350990
Dacia,Duster,2017,False,2.4,170,106,11.8,21901
Infiniti,Q50,2022,False,3.0,316,175,7.1,38821
Mazada,MX-5 Miata,2020,False,3.8,192,220,7.9,16805
McLarren,570S,2018,False,2.1,359,605,3.0,325365
Perodua,Myvi,2020,False,2.0,173,181,11.8,27383
Fiat,500X,2017,False,1.6,180,198,9.2,26564
BYD,Tang,2022,False,3.2,284,317,5.7,41461
Teslla,Model 3,2020,True,0.0,339,773,3.8,118806
Suzuki,Vitara,2023,False,1.8,83,214,7.4,24405
Ferarri,488 GTB,2017,False,5.7,361,587,2.8,99493
Teslla,Model 3,2024,True,0.0,825,651,5.5,147980
Ferarri,Portofino,2016,False,6.5,621,488,4.3,339338
Nisann,Sentra,2016,False,2.8,190,306,7.8,62563
Lexas,LS,2018,False,2.5,348,340,8.0,24107
Nisann,370Z,2017,False,3.7,142,292,5.5,51240
Citroen,Berlingo,2024,False,1.2,354,255,7.7,69772
Chery,eQ1,2016,False,1.3,186,180,7.3,32751
Dacia,Logan,2024,False,1.5,126,139,8.3,9918
Fourd,Mustang,2021,False,1.5,209,322,5.2,28021
Chevrolett,Tahoe,2018,False,3.6,257,319,5.6,53398
Lada,Vesta,2022,False,1.9,149,194,10.9,31415
Mazada,CX-5,2015,False,3.4,281,342,5.4,25019
Toyoto,Corolla,2015,False,3.6,397,156,6.0,69995
MG,HS,2015,False,3.5,349,183,5.2,22266
Toyoto,Camry,2022,False,2.7,233,304,7.6,44532
McLarren,720S,2015,False,3.7,785,448,4.3,171831
Volkswagon,Passat,2023,False,1.4,283,238,8.5,76167
Citroen,C3,2016,False,3.8,231,305,7.4,28237
Suzuki,Swift,2020,False,2.4,99,200,6.4,29082
Hyundai,Ioniq,2016,True,0.0,509,545,3.7,181137
McLarren,720S,2023,False,2.8,743,335,5.1,326875
Hondda,NSX,2024,False,2.6,231,329,8.2,46849
Chevrolett,Corvette,2017,False,2.8,149,169,7.0,73644
Proton,Persona,2022,False,2.4,150,216,11.2,8566
MG,Marvel R,2023,True,0.0,791,346,5.3,91224
Kia,Forte,2018,False,1.8,164,140,11.3,32922
Volkswagon,Tiguan,2021,False,1.9,268,193,7.5,29065
Hyundai,Tucson,2018,False,2.3,156,247,7.2,28271
Perodua,Alza,2024,False,2.3,93,158,10.8,8501
Great Wall,Wey VV7,2016,False,1.4,317,282,7.6,22221
Proton,Exora,2015,False,2.3,129,200,7.3,29726
BWM,M5,2017,False,5.4,308,428,3.5,369291
Teslla,Model X,2017,True,0.0,684,1050,2.2,123715
Suburu,Outback,2023,False,3.1,132,249,5.2,68335
Fiat,500X,2015,False,1.9,176,188,6.1,25581
McLarren,Artura,2015,False,3.2,784,551,2.8,364171
Fourd,Mustang,2023,False,1.2,239,152,8.9,69645
McLarren,650S,2022,False,2.9,386,525,4.8,278723
Infiniti,G37,2020,False,3.2,232,302,5.9,78622
Fiat,Tipo,2017,False,2.1,111,94,6.7,29108
Great Wall,Cannon,2017,False,2.8,295,263,6.0,21064
Kia,Soul,2019,False,2.0,175,138,9.2,17245
Suzuki,Jimny,2018,False,2.3,142,182,6.1,11142
Peugeot,2008,2020,False,1.6,185,274,5.6,46206
Teslla,Model 3,2021,True,0.0,397,724,5.7,159419
Citroen,Berlingo,2021,False,1.4,283,234,5.6,56693
Renault,Kadjar,2016,False,1.7,175,321,5.7,28779
Infiniti,QX60,2017,False,2.3,197,195,5.8,48802
Hyundai,Tucson,2019,False,2.1,248,332,6.5,78821
Chevrolett,Camaro,2023,False,3.3,223,290,8.2,18458
Proton,Iriz,2023,False,1.4,120,163,7.8,22886
Proton,X70,2015,False,1.2,89,210,7.4,17060
Renault,Clio,2020,False,3.6,377,179,7.1,38537
McLarren,650S,2022,False,2.8,512,518,5.0,304858
Chery,QQ,2016,False,1.5,101,137,7.7,25643
Toyoto,RAV4,2016,False,1.8,396,329,8.1,27487
Renault,Kadjar,2022,False,1.1,370,153,6.6,52364
Awdi,Q5,2015,False,4.5,766,607,3.7,176469
Renault,Captur,2022,False,2.9,253,264,6.7,31000
Toyoto,Corolla,2024,False,3.0,264,273,7.8,48102
Fiat,500X,2018,False,1.8,194,182,8.7,9673
Renault,Captur,2015,False,3.2,264,307,6.2,57636
Lada,Largus,2024,False,1.4,185,117,6.4,13799
Lada,Largus,2022,False,2.2,95,155,9.8,8612
BYD,Han,2023,False,3.8,342,178,4.2,27159
Proton,X70,2018,False,2.4,70,94,10.1,32742
Mitsubishi,Galant,2022,False,2.2,80,123,11.3,12888
Lamborgini,Urus,2016,False,4.1,382,494,3.9,264462
Mazada,RX-8,2023,False,1.9,370,344,4.1,59271
Toyoto,Corolla,2023,False,3.9,179,231,6.4,74517
BWM,540i,2017,False,3.0,686,482,2.9,156113
Geely,Emgrand,2023,False,1.7,142,159,6.4,18252
Acurra,NSX,2015,False,2.3,221,192,7.6,67328
Mitsubishi,Mirage,2022,False,2.3,103,115,9.9,21386
Peugeot,308,2017,False,3.5,341,316,7.7,26301
Chevrolett,Bolt,2023,True,0.0,934,397,2.2,188967
Lada,Largus,2016,False,2.5,126,208,10.7,34151
Infiniti,QX80,2016,False,3.0,378,258,4.3,17513
Chevrolett,Tahoe,2016,False,2.7,280,347,4.7,51021
Suzuki,Ignis,2018,False,1.7,191,105,8.2,15862
Peugeot,3008,2020,False,2.4,386,279,7.3,62060
BYD,Dolphin,2024,True,0.0,631,434,2.9,198097
Toyoto,Highlander,2020,False,3.6,399,163,6.2,52444
Mazada,CX-9,2015,False,3.4,352,171,6.9,42245
Fourd,Mustang,2016,False,3.9,232,211,6.5,67060
Mitsubishi,Mirage,2017,False,1.4,113,133,6.6,8682
Mercedez,C63 AMG,2015,False,6.2,764,538,4.1,235399
Lada,Granta,2021,False,2.2,154,91,11.0,20885
Mazada,RX-8,2019,False,1.4,136,320,7.3,54875
Toyoto,RAV4,2020,False,2.1,336,238,5.8,60861
Volkswagon,ID.4,2016,True,0.0,953,453,5.4,89239
Perodua,Bezza,2017,False,1.5,128,102,6.1,10678
Hondda,NSX,2019,False,2.0,154,170,5.7,79473
Fiat,Punto,2018,False,2.4,185,178,11.4,32601
Infiniti,Q60,2016,False,1.5,299,188,5.9,18170
Nisann,Leaf,2017,True,0.0,586,351,5.4,110541
Infiniti,Q50,2021,False,2.5,249,272,4.1,24832
Mitsubishi,Outlander,2022,False,1.5,79,171,9.9,15004
Fourd,Explorer,2022,False,1.8,215,228,8.3,66717
BYD,Seal,2016,True,0.0,829,679,2.8,114611
Hyundai,Genesis,2016,False,2.2,223,293,6.8,68998
Dacia,Lodgy,2024,False,2.3,129,145,9.6,17285
Acurra,TSX,2018,False,1.3,297,226,8.0,33964
MG,Cyberster,2023,False,2.2,179,248,8.7,27085
Mazada,RX-8,2024,False,2.4,252,186,7.6,38350
Mercedez,EQS,2024,True,0.0,348,538,6.5,176684
Fiat,Tipo,2022,False,2.0,199,119,6.8,9222
Volkswagon,Jetta,2021,False,1.0,366,192,5.2,42574
Skoda,Karoq,2017,False,3.2,132,259,8.4,24046
Acurra,TSX,2022,False,2.0,255,257,5.3,77608
Opel,Astra,2021,False,3.3,249,269,7.8,75713
Seat,Ateca,2023,False,1.9,338,202,7.4,72308
Proton,Persona,2024,False,1.4,118,140,10.2,8775
Seat,Leon,2017,False,3.9,178,327,6.3,39234
Ferarri,Roma,2024,False,2.8,334,517,4.2,214022
Peugeot,3008,2015,False,1.0,160,200,7.4,35963
SsangYong,Musso,2016,False,3.7,174,192,6.3,54788
Lamborgini,Huracan,2024,False,5.1,594,374,3.8,219122
Mercedez,AMG GT,2023,False,4.5,789,367,4.2,315076
Skoda,Octavia,2023,False,2.2,152,335,6.6,71534
Skoda,Fabia,2019,False,1.7,390,203,4.7,26683
Dacia,Lodgy,2020,False,1.7,197,142,7.2,9401
Seat,Ibiza,2017,False,2.3,132,310,4.4,39263
Chery,Tiggo,2015,False,1.1,95,121,10.0,15098
Fiat,Panda,2017,False,1.3,114,167,9.4,9261
Skoda,Superb,2023,False,3.6,303,154,8.1,48341
Mazada,RX-8,2022,False,3.6,215,311,6.7,48010
Skoda,Fabia,2024,False,1.5,159,173,6.4,21044
McLarren,GT,2018,False,2.2,731,310,4.2,123480
Citroen,C4,2024,False,3.2,162,326,8.4,55712
Perodua,Axia,2018,False,1.1,87,124,7.2,13465
Porche,Macan,2022,False,6.4,693,517,3.8,146768
Perodua,Alza,2021,False,1.7,110,203,11.8,14637
Proton,Exora,2016,False,2.3,87,205,10.4,25203
Kia,Optima,2022,False,2.2,168,174,10.7,34299
Suzuki,Baleno,2018,False,2.3,174,220,10.0,34613
Hondda,CR-V,2019,False,1.2,366,248,7.6,52917
Perodua,Myvi,2021,False,1.3,85,166,6.6,23846
Acurra,MDX,2023,False,2.1,276,179,5.8,69388
Awdi,R8,2015,False,2.4,326,302,5.2,311203
Chery,Exeed,2017,False,1.6,192,100,10.8,31351
Dacia,Logan,2020,False,1.7,101,150,6.7,17177
Chery,QQ,2022,False,1.4,102,214,11.8,21494
Toyoto,Highlander,2015,False,2.4,277,308,5.2,17167
Fiat,Punto,2023,False,1.6,105,216,7.3,29544
Volkswagon,ID.4,2019,True,0.0,781,314,5.1,99871
Awdi,Q7,2020,False,5.3,752,304,3.1,389244
Chery,eQ1,2015,False,2.5,154,135,6.2,21057
Teslla,Model Y,2021,True,0.0,879,977,2.1,181782
Mercedez,G-Wagon,2017,False,4.3,714,461,3.1,112720
Geely,Atlas,2022,False,2.2,198,199,6.4,19015
Suburu,Forester,2015,False,3.4,183,167,7.7,48538
Lexas,GS,2019,False,3.7,263,221,8.1,54756
Awdi,A6,2021,False,4.9,631,326,4.2,214656
Suzuki,Jimny,2024,False,2.1,176,164,9.4,10908
SsangYong,Tivoli,2018,False,2.8,292,310,8.4,77205
BYD,Atto 3,2022,True,0.0,483,631,3.7,103619
Renault,Kadjar,2015,False,3.6,208,322,4.3,29933
Nisann,Altima,2019,False,2.5,191,172,6.6,29722
Toyoto,Supra,2015,False,1.7,322,241,7.9,17718
Great Wall,Ora Good Cat,2019,False,2.0,270,261,6.0,44130
Lexas,ES,2017,False,2.1,376,236,4.6,44476
Proton,Persona,2015,False,1.0,92,105,6.2,33241
Opel,Corsa,2019,False,3.6,316,257,6.2,44172
Suburu,Legacy,2017,False,2.1,121,186,7.2,62671
Infiniti,Q60,2018,False,1.1,157,316,4.5,48791
Kia,Soul,2019,False,1.7,114,183,9.4,10243
Peugeot,508,2019,False,1.7,372,201,7.6,24054
Teslla,Roadster,2020,True,0.0,708,576,6.3,163273
Acurra,TLX,2024,False,1.9,376,263,7.5,37872
Fiat,Punto,2016,False,2.1,149,106,11.9,9849
Proton,X70,2017,False,2.2,148,124,10.3,21279
Porche,Cayenne,2021,False,5.9,411,477,4.8,89125
Volkswagon,ID.4,2017,True,0.0,346,476,2.1,117617
Geely,Okavango,2018,False,1.5,160,184,9.4,28190
Lexas,LC 500,2023,False,2.0,324,303,8.9,20185
Great Wall,Haval H6,2024,False,1.7,352,342,4.8,34256
Porche,Boxster,2015,False,5.9,764,585,3.4,361748
Chevrolett,Tahoe,2016,False,1.4,144,302,8.8,69157
BWM,M5,2022,False,5.8,480,467,2.8,374804
BYD,Dolphin,2024,True,0.0,869,760,4.0,78791
Chery,QQ,2019,False,1.7,139,148,6.1,17264
Teslla,Model Y,2021,True,0.0,256,660,2.7,101312
BWM,540i,2024,False,6.2,736,376,2.9,215407
Citroen,C3,2021,False,1.1,163,255,6.0,58827
Chevrolett,Bolt,2019,True,0.0,281,1049,2.2,124605
Awdi,e-tron,2024,True,0.0,747,474,3.5,112998
BYD,Atto 3,2020,True,0.0,790,303,4.0,162163
Lada,Granta,2020,False,1.3,127,167,10.2,32205
Kia,Soul,2015,False,1.4,74,199,7.0,30719
Citroen,C5,2024,False,2.6,400,318,7.4,25858
Awdi,Q5,2023,False,2.3,576,649,5.0,302139
Proton,X70,2024,False,1.4,168,163,6.4,31275
Opel,Grandland,2018,False,2.9,276,250,7.1,64643
Kia,Sportage,2019,False,1.8,93,100,9.8,28035
Nisann,Leaf,2022,True,0.0,996,513,6.3,126834
Volkswagon,Golf,2023,False,1.3,211,244,7.5,52090
Acurra,TLX,2016,False,3.1,284,283,8.5,34980
Acurra,NSX,2022,False,2.5,340,208,7.6,70830
Lexas,LC 500,2015,False,1.2,296,201,4.7,25082
Citroen,Picasso,2024,False,1.6,198,176,5.2,77301
Great Wall,Poer,2020,False,2.7,307,243,8.4,79270
Lamborgini,Gallardo,2024,False,2.5,511,499,4.5,250343
SsangYong,Korando,2015,False,1.4,143,246,7.2,63200
Great Wall,Haval H6,2017,False,2.9,368,166,7.0,55020
Opel,Crossland,2015,False,2.4,264,156,7.4,55469
Lamborgini,Aventador,2020,False,2.2,442,321,3.2,135485
Peugeot,508,2016,False,3.1,179,313,4.4,54856
Fourd,Mach-E,2022,True,0.0,268,757,4.8,39651
Hyundai,Elantra,2020,False,2.3,321,162,8.8,28356
Peugeot,208,2023,False,2.4,389,216,6.1,37422
Lamborgini,Huracan,2019,False,4.1,463,638,3.1,127025
Hyundai,Ioniq,2016,True,0.0,805,862,5.7,90902
Lada,Largus,2015,False,1.5,105,99,10.6,11367
Seat,Arona,2023,False,2.7,139,288,4.2,62472
MG,Marvel R,2024,True,0.0,354,742,5.3,85406
Nisann,Sentra,2016,False,3.8,198,249,4.7,28333
Hondda,Pilot,2020,False,2.7,283,200,7.1,53124
Geely,Okavango,2022,False,1.8,78,203,10.9,33988
Geely,Okavango,2019,False,2.3,145,193,8.3,22337
Great Wall,Haval H6,2017,False,3.8,132,305,4.5,51401
Mercedez,C63 AMG,2015,False,2.4,476,428,3.1,261048
Fiat,500X,2017,False,1.4,166,214,11.8,15452
Lada,Granta,2017,False,2.3,106,158,6.8,30473
Seat,Ibiza,2020,False,1.2,355,170,4.7,67069
Porche,911,2018,False,4.3,561,320,2.6,259944
Lexas,NX,2022,False,1.9,319,201,6.7,19973
Chevrolett,Camaro,2023,False,3.7,205,290,4.8,39907
BWM,X3,2023,False,5.2,784,514,2.9,235382
Mercedez,S-Class,2024,False,4.7,587,580,3.5,305660
Seat,Tarraco,2015,False,1.7,340,232,8.2,47440
Suburu,Outback,2023,False,2.8,138,280,4.4,22478
Hyundai,Santa Fe,2020,False,1.0,154,194,5.2,60650
McLarren,Artura,2020,False,2.2,659,600,5.3,103670
Dacia,Sandero,2018,False,1.2,87,190,9.2,12229
Mazada,CX-5,2020,False,1.3,268,273,8.5,38519
Mitsubishi,Eclipse Cross,2016,False,1.9,150,130,8.8,23494
Opel,Crossland,2017,False,3.4,330,297,4.0,79738
Great Wall,Wey VV7,2020,False,3.8,287,207,6.2,67219
Lamborgini,Murcielago,2023,False,2.8,494,403,4.6,198495
Mercedez,AMG GT,2015,False,5.1,379,554,4.3,229692
BWM,X5,2019,False,2.6,723,600,3.8,257690
Nisann,Leaf,2023,True,0.0,857,954,6.3,143162
Nisann,Sentra,2021,False,1.1,127,344,5.4,63788
Suburu,Outback,2022,False,2.3,356,269,7.5,29150
Chevrolett,Corvette,2023,False,2.1,276,270,6.2,49753
Acurra,MDX,2023,False,3.2,290,311,5.1,23534
Infiniti,QX60,2023,False,2.5,163,221,6.9,21003
Mitsubishi,Eclipse Cross,2024,False,2.3,77,196,10.4,34923
Peugeot,508,2019,False,2.8,247,260,8.0,63410
Fourd,F-150,2016,False,3.3,217,254,6.9,40988
MG,5,2019,False,1.3,256,287,4.1,31235
Ferarri,F8 Tributo,2021,False,4.1,683,387,3.9,294279
Skoda,Octavia,2018,False,2.9,228,246,6.6,54332
Hyundai,Ioniq,2021,True,0.0,324,609,2.4,131337
Great Wall,Haval H6,2024,False,3.8,317,226,5.5,50209
Mazada,Mazda6,2019,False,2.8,151,343,8.0,58855
Teslla,Roadster,2023,True,0.0,895,695,2.9,166448
Chevrolett,Silverado,2020,False,2.0,372,253,9.0,49152
Citroen,C5,2015,False,1.1,357,240,5.7,76296
McLarren,650S,2018,False,4.4,315,495,4.5,220899
BYD,Tang,2020,False,2.4,341,212,7.0,32224
Lamborgini,Urus,2015,False,3.1,756,615,3.5,235047
Lada,XRAY,2024,False,2.5,188,177,9.2,29260
Infiniti,QX60,2023,False,1.8,122,194,4.8,64827
Hyundai,Tucson,2022,False,2.5,286,155,5.5,25487
Fiat,500X,2018,False,1.3,110,120,6.3,33219
Suburu,Impreza,2021,False,3.3,337,196,8.4,73009
McLarren,P1,2022,False,2.0,577,579,5.4,153974
Nisann,Rogue,2015,False,2.7,353,267,7.3,42564
BYD,Han,2018,False,3.2,162,239,4.6,28072
Lexas,LS,2020,False,3.9,220,247,7.9,22084
MG,Marvel R,2018,True,0.0,480,352,6.4,148012
McLarren,570S,2024,False,5.3,539,398,5.3,125198
Suburu,Impreza,2015,False,2.8,136,282,7.5,72689
Fiat,Punto,2017,False,1.3,169,98,7.7,17393
Perodua,Myvi,2023,False,1.4,169,155,8.3,30069
Proton,Iriz,2021,False,1.9,195,110,10.8,22403
Mazada,Mazda6,2021,False,2.0,339,197,4.8,38797
BWM,M8,2021,False,4.2,561,428,3.1,222036
Fourd,Explorer,2023,False,3.5,158,326,8.9,42202
Peugeot,5008,2019,False,2.9,163,184,6.6,76808
Lexas,LC 500,2015,False,3.4,311,337,6.0,76600
Great Wall,Haval H6,2016,False,2.2,280,188,8.0,56278
Chevrolett,Silverado,2018,False,2.3,133,340,6.4,19553
Skoda,Superb,2024,False,3.0,170,347,4.0,44136
Toyoto,Camry,2024,False,3.4,206,266,4.6,49489
MG,5,2017,False,4.0,192,189,5.6,70861
Kia,Soul,2021,False,2.3,84,140,8.9,22439
Citroen,Berlingo,2020,False,3.7,229,339,8.7,65039
Peugeot,508,2015,False,2.4,350,320,5.4,72797
Fiat,Panda,2018,False,1.4,112,176,9.5,31465
Porche,Macan,2019,False,4.0,504,514,5.2,354869
Hondda,NSX,2022,False,1.2,143,231,6.4,52384
Mercedez,AMG GT,2018,False,5.7,430,337,3.2,117200
Mazada,RX-8,2020,False,2.7,158,286,8.6,63270
Renault,Kadjar,2016,False,1.6,158,345,6.8,47341
MG,5,2021,False,3.5,348,278,6.0,35808
Lamborgini,Murcielago,2023,False,3.6,310,288,5.3,270777
Geely,Azkarra,2024,False,1.4,154,154,6.2,33293
Peugeot,5008,2024,False,2.1,175,238,7.7,17250
Fiat,500X,2023,False,1.7,195,182,10.1,15705
Dacia,Lodgy,2024,False,2.2,120,129,7.1,19262
Opel,Astra,2015,False,2.1,277,255,7.7,45180
Kia,Stinger,2022,False,2.0,114,198,6.1,30375
Hondda,Accord,2016,False,1.5,367,336,4.1,63680
Chevrolett,Tahoe,2024,False,1.7,295,249,5.0,33534
MG,HS,2016,False,1.7,157,201,4.3,20626
Lamborgini,Urus,2021,False,6.2,789,393,5.5,342249
Citroen,C4,2015,False,1.4,320,280,4.2,26038
Chery,eQ1,2023,False,1.6,155,167,10.2,33325
Toyoto,Corolla,2019,False,2.7,175,179,6.6,37696
SsangYong,Tivoli,2017,False,1.4,325,319,8.4,21400
Fiat,Punto,2021,False,1.8,76,213,10.5,34035
Lada,Granta,2019,False,2.0,115,139,6.8,24184
Geely,Coolray,2021,False,1.8,94,177,10.0,30418
Chery,Arrizo,2024,False,1.1,98,143,9.8,8359
Skoda,Karoq,2017,False,2.6,170,169,4.9,76579
McLarren,650S,2017,False,5.8,535,319,3.5,98503
Kia,Optima,2018,False,1.0,150,141,9.5,32653
Mazada,CX-9,2024,False,2.3,180,299,4.0,59862
MG,ZS,2024,False,1.6,151,193,7.4,74705
Perodua,Myvi,2015,False,1.3,173,164,8.3,13669
Great Wall,Poer,2024,False,3.6,222,292,5.9,46219
Chevrolett,Camaro,2017,False,2.3,219,265,8.5,58429
Fourd,F-150,2015,False,2.6,334,239,7.7,39114
Fourd,Mustang,2016,False,3.3,153,154,8.0,49893
Dacia,Sandero,2016,False,1.6,152,119,10.5,15963
Lexas,IS,2015,False,1.2,332,269,4.3,64231
Opel,Corsa,2024,False,2.6,344,246,5.2,72171
BWM,M8,2016,False,4.8,736,311,4.8,330741
Skoda,Kodiaq,2020,False,3.9,238,291,6.7,56435
SsangYong,XLV,2022,False,2.3,147,250,6.6,24162
Mazada,RX-8,2015,False,3.8,137,301,5.2,26689
Volkswagon,ID.4,2020,True,0.0,806,296,4.2,172770
Peugeot,308,2017,False,3.2,265,272,4.7,74257
BWM,i4,2022,True,0.0,732,412,5.0,199498
Fiat,Punto,2021,False,1.3,104,163,7.1,8319
Perodua,Myvi,2016,False,2.1,187,182,11.0,28020
Lada,Granta,2020,False,1.6,88,157,9.9,13303
Volkswagon,ID.4,2024,True,0.0,703,330,5.1,128371
Fiat,Punto,2018,False,2.4,138,113,10.7,24696
Fiat,Punto,2021,False,1.8,120,167,9.9,13881
BWM,M3,2024,False,3.1,313,386,4.0,308591
Teslla,Roadster,2015,True,0.0,483,726,3.4,113324
MG,Marvel R,2022,True,0.0,437,876,5.1,136054
Mitsubishi,Mirage,2024,False,2.1,187,184,8.3,11393
Lada,Vesta,2024,False,1.3,70,137,8.2,33255
Awdi,A4,2020,False,4.3,657,533,3.8,109838
Lexas,RX,2015,False,1.6,212,153,4.2,78321
Hyundai,Tucson,2019,False,2.8,232,227,8.4,23618
MG,ZS,2019,False,3.9,361,185,9.0,44753
MG,5,2022,False,1.7,383,350,6.5,67955
Fiat,Punto,2018,False,1.8,83,97,9.2,12449
Lexas,ES,2019,False,1.9,339,163,4.7,55210
Lada,Vesta,2023,False,1.8,134,119,9.5,29882
Chery,Arrizo,2015,False,2.1,104,90,9.1,20802
Nisann,Leaf,2019,True,0.0,841,375,3.9,55522
Ferarri,SF90,2020,False,4.7,363,461,3.5,241932
Geely,Okavango,2015,False,1.3,194,153,10.3,22330
Suburu,Impreza,2021,False,4.0,336,347,7.4,72129
Hondda,Insight,2019,True,0.0,877,693,4.7,55148
Renault,Clio,2019,False,1.3,140,164,8.1,25504
Seat,Leon,2018,False,3.1,172,260,5.7,28877
Teslla,Model Y,2017,True,0.0,325,459,2.6,74110
Seat,Leon,2018,False,2.0,270,206,6.2,19264
Lamborgini,Murcielago,2022,False,2.5,407,315,3.5,288160
Toyoto,Camry,2021,False,2.2,246,184,7.5,75361
Fiat,Panda,2017,False,2.1,77,152,9.8,17389
Hyundai,Elantra,2022,False,1.6,286,314,8.6,54031
Mitsubishi,Mirage,2018,False,1.8,170,154,9.3,24898
BWM,i8,2022,True,0.0,848,350,2.7,57852
BYD,Han,2017,False,3.8,131,340,6.4,40987
BWM,330i,2024,False,4.5,529,532,4.0,81597
Peugeot,308,2015,False,2.9,267,173,8.0,24905
Infiniti,QX60,2016,False,2.3,253,325,5.0,75303
Infiniti,Q60,2023,False,1.1,305,271,8.3,61092
Peugeot,508,2020,False,3.4,252,282,6.9,67541
Suburu,Forester,2020,False,3.0,177,343,4.2,46820
SsangYong,Musso,2017,False,3.7,310,309,5.5,41375
Toyoto,Highlander,2019,False,2.1,297,328,7.3,36459
Skoda,Kodiaq,2018,False,3.6,397,199,6.4,62040
Renault,Clio,2019,False,3.3,296,273,7.4,19308
Suburu,Forester,2022,False,2.7,205,325,8.8,30902
Fourd,Focus,2016,False,3.3,342,320,8.8,17139
Suburu,WRX,2022,False,3.1,188,233,7.2,28017
Suburu,Ascent,2020,False,2.6,284,172,7.6,42409
Seat,Ateca,2016,False,3.1,391,311,8.4,51664
Mitsubishi,Galant,2022,False,2.3,80,215,9.8,16368
Mercedez,EQS,2021,True,0.0,1011,979,2.3,142275
MG,5,2024,False,3.0,383,199,7.9,42930
Volkswagon,ID.4,2020,True,0.0,1002,986,2.7,68355
Fourd,F-150,2018,False,3.0,327,314,5.3,16113
Hondda,Pilot,2022,False,2.9,281,305,6.7,50905
Lamborgini,Urus,2017,False,4.9,748,645,2.7,303901
Porche,Macan,2019,False,4.4,424,323,3.9,172698
Proton,Exora,2017,False,1.6,175,106,6.6,20086
Lexas,RX,2017,False,2.0,375,164,4.5,34391
Geely,Emgrand,2020,False,1.2,181,135,8.4,25007
Kia,Sportage,2020,False,2.4,89,149,7.1,20626
Lada,Largus,2018,False,2.2,192,204,6.2,23555
McLarren,P1,2018,False,4.1,452,398,3.7,388320
Renault,Scenic,2023,False,1.2,326,186,5.3,42685
Proton,X70,2020,False,2.3,71,142,7.9,33409
Infiniti,Q50,2023,False,3.4,373,337,5.1,34701
Kia,Soul,2019,False,2.0,98,213,9.7,34963
Lada,XRAY,2018,False,1.2,158,204,6.7,21810
